from_address,to_address,amount,timestamp,tx_hash
0x_norm_166,0x_norm_949,2.7862,1700052819,0x_tx_911
0x_norm_132,0x_norm_884,4.6785,1700093672,0x_tx_912
0x_norm_896,0x_norm_321,3.0892,1700090430,0x_tx_913
0x_norm_667,0x_norm_819,0.8963,1700030832,0x_tx_914
0x_norm_661,0x_norm_69,1.8866,1700027113,0x_tx_915
0x_norm_775,0x_norm_298,3.8612,1700070315,0x_tx_916
0x_norm_574,0x_norm_271,3.9524,1700006136,0x_tx_917
0x_norm_487,0x_norm_967,3.6423,1700044096,0x_tx_918
0x_norm_894,0x_norm_196,4.6566,1700018781,0x_tx_919
0x_norm_676,0x_norm_273,0.6429,1700069397,0x_tx_920
0x_norm_108,0x_norm_933,2.3785,1700086019,0x_tx_921
0x_norm_681,0x_norm_202,1.7557,1700016165,0x_tx_922
0x_norm_474,0x_norm_860,2.7188,1700022730,0x_tx_923
0x_norm_674,0x_norm_794,3.7068,1700001773,0x_tx_924
0x_norm_641,0x_norm_80,2.7969,1700056614,0x_tx_925
0x_norm_813,0x_norm_519,3.0197,1700095269,0x_tx_926
0x_norm_282,0x_norm_222,2.5331,1700074644,0x_tx_927
0x_norm_397,0x_norm_112,4.9126,1700042198,0x_tx_928
0x_norm_994,0x_norm_650,0.1043,1700068627,0x_tx_929
0x_norm_652,0x_norm_358,4.1207,1700092703,0x_tx_930
0x_norm_698,0x_norm_32,4.2149,1700021776,0x_tx_931
0x_norm_477,0x_norm_418,3.4815,1700066001,0x_tx_932
0x_norm_653,0x_norm_181,3.759,1700011874,0x_tx_933
0x_norm_101,0x_norm_312,0.3515,1700061383,0x_tx_934
0x_norm_256,0x_norm_854,3.2346,1700033447,0x_tx_935
0x_norm_725,0x_norm_279,2.8064,1700093408,0x_tx_936
0x_norm_299,0x_norm_850,4.2499,1700098400,0x_tx_937
0x_norm_174,0x_norm_338,0.3424,1700052846,0x_tx_938
0x_norm_585,0x_norm_336,0.86,1700088301,0x_tx_939
0x_norm_86,0x_norm_565,3.3995,1700067896,0x_tx_940
0x_norm_689,0x_norm_397,3.4238,1700016270,0x_tx_941
0x_norm_96,0x_norm_687,3.808,1700095079,0x_tx_942
0x_norm_716,0x_norm_30,1.1923,1700011355,0x_tx_943
0x_norm_26,0x_norm_452,4.4165,1700032180,0x_tx_944
0x_norm_703,0x_norm_608,0.9158,1700048169,0x_tx_945
0x_norm_59,0x_norm_481,2.6722,1700059126,0x_tx_946
0x_norm_636,0x_norm_546,2.9874,1700072744,0x_tx_947
0x_norm_97,0x_norm_989,0.1663,1700000958,0x_tx_948
0x_norm_262,0x_norm_526,1.9405,1700060690,0x_tx_949
0x_norm_823,0x_norm_352,3.812,1700096942,0x_tx_950
0x_norm_127,0x_norm_39,2.4426,1700015294,0x_tx_951
0x_norm_987,0x_norm_161,1.5697,1700079292,0x_tx_952
0x_norm_601,0x_norm_132,4.1215,1700014701,0x_tx_953
0x_norm_421,0x_norm_857,1.748,1700024482,0x_tx_954
0x_norm_315,0x_norm_832,4.7625,1700083716,0x_tx_955
0x_norm_72,0x_norm_128,1.0833,1700012360,0x_tx_956
0x_norm_773,0x_norm_491,4.1928,1700038977,0x_tx_957
0x_norm_291,0x_norm_406,3.6474,1700043016,0x_tx_958
0x_norm_219,0x_norm_255,1.1431,1700026073,0x_tx_959
0x_norm_736,0x_norm_474,0.3571,1700010588,0x_tx_960
0x_norm_391,0x_norm_91,2.3643,1700047290,0x_tx_961
0x_norm_757,0x_norm_383,1.88,1700060501,0x_tx_962
0x_norm_255,0x_norm_367,1.1007,1700039276,0x_tx_963
0x_norm_510,0x_norm_921,4.0697,1700055412,0x_tx_964
0x_norm_382,0x_norm_873,0.6661,1700006957,0x_tx_965
0x_norm_152,0x_norm_666,1.8489,1700000391,0x_tx_966
0x_norm_717,0x_norm_1,2.6465,1700087805,0x_tx_967
0x_norm_916,0x_norm_259,3.2388,1700079073,0x_tx_968
0x_norm_440,0x_norm_613,3.1691,1700045960,0x_tx_969
0x_norm_41,0x_norm_351,3.0745,1700029525,0x_tx_970
0x_norm_769,0x_norm_703,4.2939,1700021910,0x_tx_971
0x_norm_284,0x_norm_947,4.6581,1700062876,0x_tx_972
0x_norm_380,0x_norm_964,2.6502,1700099951,0x_tx_973
0x_norm_928,0x_norm_691,3.2787,1700042356,0x_tx_974
0x_norm_43,0x_norm_416,2.4076,1700098080,0x_tx_975
0x_norm_661,0x_norm_898,3.7957,1700039868,0x_tx_976
0x_norm_860,0x_norm_885,3.5849,1700041483,0x_tx_977
0x_norm_162,0x_norm_373,3.9761,1700086973,0x_tx_978
0x_norm_8,0x_norm_117,2.8177,1700024193,0x_tx_979
0x_norm_920,0x_norm_625,1.498,1700003018,0x_tx_980
0x_norm_81,0x_norm_749,3.5198,1700019331,0x_tx_981
0x_norm_428,0x_norm_126,1.704,1700093108,0x_tx_982
0x_norm_694,0x_norm_781,1.2571,1700084171,0x_tx_983
0x_norm_949,0x_norm_523,1.6511,1700072300,0x_tx_984
0x_norm_249,0x_norm_765,1.8604,1700029626,0x_tx_985
0x_norm_928,0x_norm_269,1.0993,1700091317,0x_tx_986
0x_norm_986,0x_norm_389,4.3202,1700014608,0x_tx_987
0x_norm_119,0x_norm_785,3.9277,1700080567,0x_tx_988
0x_norm_908,0x_norm_190,4.6897,1700082262,0x_tx_989
0x_norm_915,0x_norm_932,2.6716,1700041513,0x_tx_990
0x_norm_296,0x_norm_676,4.301,1700043534,0x_tx_991
0x_norm_434,0x_norm_315,1.0432,1700075543,0x_tx_992
0x_norm_753,0x_norm_820,2.8774,1700012941,0x_tx_993
0x_norm_775,0x_norm_803,0.7209,1700069753,0x_tx_994
0x_norm_111,0x_norm_313,4.7623,1700095689,0x_tx_995
0x_norm_486,0x_norm_584,1.2109,1700075230,0x_tx_996
0x_norm_550,0x_norm_999,2.0697,1700006398,0x_tx_997
0x_norm_691,0x_norm_211,3.8096,1700060115,0x_tx_998
0x_norm_158,0x_norm_124,2.5313,1700079865,0x_tx_999
0x_norm_938,0x_norm_764,1.2284,1700055829,0x_tx_1000
0x_norm_531,0x_norm_759,3.3872,1700041241,0x_tx_1001
0x_norm_585,0x_norm_150,4.4346,1700037239,0x_tx_1002
0x_norm_409,0x_norm_394,2.6908,1700091737,0x_tx_1003
0x_norm_278,0x_norm_148,1.0291,1700061719,0x_tx_1004
0x_norm_124,0x_norm_873,1.248,1700049636,0x_tx_1005
0x_norm_452,0x_norm_54,3.0921,1700068604,0x_tx_1006
0x_norm_219,0x_norm_874,2.0594,1700072854,0x_tx_1007
0x_norm_83,0x_norm_891,1.4206,1700085872,0x_tx_1008
0x_norm_505,0x_norm_775,2.6732,1700018242,0x_tx_1009
0x_norm_908,0x_norm_831,2.7079,1700019851,0x_tx_1010
0x_norm_503,0x_norm_897,3.3365,1700062461,0x_tx_1011
0x_norm_244,0x_norm_480,3.8281,1700018727,0x_tx_1012
0x_norm_153,0x_norm_739,1.0134,1700068533,0x_tx_1013
0x_norm_203,0x_norm_617,3.6512,1700071744,0x_tx_1014
0x_norm_419,0x_norm_383,2.2056,1700020998,0x_tx_1015
0x_norm_988,0x_norm_209,2.2134,1700007511,0x_tx_1016
0x_norm_683,0x_norm_70,3.4261,1700044015,0x_tx_1017
0x_norm_340,0x_norm_850,2.2006,1700047334,0x_tx_1018
0x_norm_814,0x_norm_346,1.6956,1700032167,0x_tx_1019
0x_norm_776,0x_norm_17,2.3961,1700083415,0x_tx_1020
0x_norm_562,0x_norm_483,4.8387,1700096130,0x_tx_1021
0x_norm_824,0x_norm_357,2.3364,1700081002,0x_tx_1022
0x_norm_947,0x_norm_75,2.6959,1700084082,0x_tx_1023
0x_norm_21,0x_norm_479,0.3793,1700073310,0x_tx_1024
0x_norm_157,0x_norm_804,0.5664,1700066723,0x_tx_1025
0x_norm_906,0x_norm_355,1.5582,1700016715,0x_tx_1026
0x_norm_715,0x_norm_697,1.5024,1700040609,0x_tx_1027
0x_norm_105,0x_norm_766,3.0678,1700023349,0x_tx_1028
0x_norm_423,0x_norm_354,2.2329,1700084857,0x_tx_1029
0x_norm_901,0x_norm_247,1.8812,1700089801,0x_tx_1030
0x_norm_518,0x_norm_309,0.9532,1700046324,0x_tx_1031
0x_norm_978,0x_norm_750,1.4902,1700095046,0x_tx_1032
0x_norm_374,0x_norm_427,4.1975,1700007835,0x_tx_1033
0x_norm_619,0x_norm_663,0.3812,1700081519,0x_tx_1034
0x_norm_499,0x_norm_308,2.9702,1700073221,0x_tx_1035
0x_norm_258,0x_norm_144,2.0856,1700055761,0x_tx_1036
0x_norm_485,0x_norm_671,3.324,1700055302,0x_tx_1037
0x_norm_726,0x_norm_608,3.1388,1700024404,0x_tx_1038
0x_norm_127,0x_norm_155,2.1371,1700070372,0x_tx_1039
0x_norm_650,0x_norm_896,2.8016,1700016062,0x_tx_1040
0x_norm_397,0x_norm_693,2.8274,1700003928,0x_tx_1041
0x_norm_289,0x_norm_260,2.2298,1700028911,0x_tx_1042
0x_norm_142,0x_norm_250,1.2511,1700036238,0x_tx_1043
0x_norm_570,0x_norm_141,3.7416,1700009634,0x_tx_1044
0x_norm_984,0x_norm_729,0.9994,1700001913,0x_tx_1045
0x_norm_677,0x_norm_68,0.6086,1700068398,0x_tx_1046
0x_norm_265,0x_norm_687,0.9781,1700052138,0x_tx_1047
0x_norm_961,0x_norm_305,4.1382,1700035112,0x_tx_1048
0x_norm_457,0x_norm_913,4.3992,1700003140,0x_tx_1049
0x_norm_571,0x_norm_590,1.3887,1700002437,0x_tx_1050
0x_norm_533,0x_norm_179,3.9001,1700005530,0x_tx_1051
0x_norm_285,0x_norm_638,4.5353,1700093270,0x_tx_1052
0x_norm_646,0x_norm_429,3.5189,1700030328,0x_tx_1053
0x_norm_458,0x_norm_931,2.4451,1700069515,0x_tx_1054
0x_norm_757,0x_norm_817,1.6977,1700074973,0x_tx_1055
0x_norm_481,0x_norm_363,1.0923,1700061232,0x_tx_1056
0x_norm_777,0x_norm_816,2.8285,1700041523,0x_tx_1057
0x_norm_28,0x_norm_599,0.11,1700097740,0x_tx_1058
0x_norm_221,0x_norm_352,0.2877,1700066956,0x_tx_1059
0x_norm_299,0x_norm_71,2.6136,1700045256,0x_tx_1060
0x_norm_792,0x_norm_853,1.954,1700046280,0x_tx_1061
0x_norm_994,0x_norm_368,3.0631,1700057941,0x_tx_1062
0x_norm_715,0x_norm_673,3.9811,1700011073,0x_tx_1063
0x_norm_296,0x_norm_654,2.66,1700022679,0x_tx_1064
0x_norm_327,0x_norm_134,3.9164,1700090024,0x_tx_1065
0x_norm_84,0x_norm_816,4.519,1700031112,0x_tx_1066
0x_norm_714,0x_norm_314,4.0447,1700097715,0x_tx_1067
0x_norm_745,0x_norm_679,4.7524,1700025861,0x_tx_1068
0x_norm_438,0x_norm_290,4.2516,1700026852,0x_tx_1069
0x_norm_100,0x_norm_9,3.4707,1700023119,0x_tx_1070
0x_norm_121,0x_norm_93,4.2757,1700089083,0x_tx_1071
0x_norm_359,0x_norm_423,0.8289,1700079008,0x_tx_1072
0x_norm_988,0x_norm_685,1.1856,1700066049,0x_tx_1073
0x_norm_665,0x_norm_703,4.4426,1700043834,0x_tx_1074
0x_norm_999,0x_norm_780,3.5577,1700072774,0x_tx_1075
0x_norm_235,0x_norm_658,0.809,1700016615,0x_tx_1076
0x_norm_818,0x_norm_381,0.4114,1700031276,0x_tx_1077
0x_norm_145,0x_norm_187,1.1066,1700021815,0x_tx_1078
0x_norm_107,0x_norm_98,0.741,1700085612,0x_tx_1079
0x_norm_669,0x_norm_556,3.9992,1700085295,0x_tx_1080
0x_norm_235,0x_norm_926,0.3572,1700006091,0x_tx_1081
0x_norm_285,0x_norm_134,1.5567,1700060783,0x_tx_1082
0x_norm_963,0x_norm_437,3.6136,1700053681,0x_tx_1083
0x_norm_852,0x_norm_296,4.4784,1700012499,0x_tx_1084
0x_norm_903,0x_norm_375,1.3421,1700085007,0x_tx_1085
0x_norm_87,0x_norm_612,3.8188,1700017363,0x_tx_1086
0x_norm_147,0x_norm_687,4.9308,1700068300,0x_tx_1087
0x_norm_101,0x_norm_348,0.7309,1700012387,0x_tx_1088
0x_norm_630,0x_norm_612,2.1496,1700021643,0x_tx_1089
0x_norm_400,0x_norm_305,1.2827,1700075249,0x_tx_1090
0x_norm_673,0x_norm_663,4.7934,1700091562,0x_tx_1091
0x_norm_12,0x_norm_559,2.4317,1700040277,0x_tx_1092
0x_norm_511,0x_norm_139,2.9397,1700026994,0x_tx_1093
0x_norm_799,0x_norm_288,4.8516,1700028996,0x_tx_1094
0x_norm_845,0x_norm_274,1.4619,1700047485,0x_tx_1095
0x_norm_468,0x_norm_959,1.7924,1700033713,0x_tx_1096
0x_norm_808,0x_norm_343,0.4279,1700044060,0x_tx_1097
0x_norm_906,0x_norm_609,0.9065,1700051034,0x_tx_1098
0x_norm_349,0x_norm_130,0.1372,1700095287,0x_tx_1099
0x_norm_268,0x_norm_365,1.5018,1700001410,0x_tx_1100
0x_norm_428,0x_norm_11,3.959,1700096012,0x_tx_1101
0x_norm_62,0x_norm_24,4.3047,1700005675,0x_tx_1102
0x_norm_202,0x_norm_792,4.2451,1700086818,0x_tx_1103
0x_norm_392,0x_norm_603,1.3254,1700007858,0x_tx_1104
0x_norm_163,0x_norm_909,0.9649,1700055831,0x_tx_1105
0x_norm_910,0x_norm_823,4.8106,1700061083,0x_tx_1106
0x_norm_483,0x_norm_958,0.1609,1700034774,0x_tx_1107
0x_norm_115,0x_norm_190,2.6892,1700058354,0x_tx_1108
0x_norm_994,0x_norm_294,4.9238,1700085664,0x_tx_1109
0x_norm_624,0x_norm_397,3.6289,1700016681,0x_tx_1110
0x_norm_308,0x_norm_659,2.6304,1700023222,0x_tx_1111
0x_norm_308,0x_norm_793,1.2874,1700076066,0x_tx_1112
0x_norm_531,0x_norm_392,0.671,1700078564,0x_tx_1113
0x_norm_475,0x_norm_110,4.8843,1700021101,0x_tx_1114
0x_norm_956,0x_norm_754,3.9477,1700003147,0x_tx_1115
0x_norm_58,0x_norm_185,3.9242,1700069610,0x_tx_1116
0x_norm_881,0x_norm_798,3.4794,1700078723,0x_tx_1117
0x_norm_50,0x_norm_913,2.3278,1700027435,0x_tx_1118
0x_norm_562,0x_norm_661,0.7411,1700037283,0x_tx_1119
0x_norm_383,0x_norm_785,3.2455,1700000173,0x_tx_1120
0x_norm_707,0x_norm_850,2.8765,1700020984,0x_tx_1121
0x_norm_451,0x_norm_807,3.9755,1700095508,0x_tx_1122
0x_norm_810,0x_norm_521,0.7837,1700044742,0x_tx_1123
0x_norm_609,0x_norm_518,2.1514,1700085514,0x_tx_1124
0x_norm_86,0x_norm_361,2.8735,1700095465,0x_tx_1125
0x_norm_618,0x_norm_531,1.0571,1700028223,0x_tx_1126
0x_norm_700,0x_norm_154,2.5102,1700017707,0x_tx_1127
0x_norm_921,0x_norm_459,4.6633,1700023891,0x_tx_1128
0x_norm_775,0x_norm_125,2.785,1700022225,0x_tx_1129
0x_norm_383,0x_norm_11,4.0346,1700032669,0x_tx_1130
0x_norm_977,0x_norm_810,2.0001,1700092407,0x_tx_1131
0x_norm_526,0x_norm_225,2.4542,1700023998,0x_tx_1132
0x_norm_857,0x_norm_501,0.8796,1700036894,0x_tx_1133
0x_norm_717,0x_norm_882,3.8199,1700060062,0x_tx_1134
0x_norm_72,0x_norm_918,3.4411,1700083470,0x_tx_1135
0x_norm_897,0x_norm_592,4.2632,1700001709,0x_tx_1136
0x_norm_34,0x_norm_237,4.1489,1700012168,0x_tx_1137
0x_norm_690,0x_norm_195,4.6116,1700031863,0x_tx_1138
0x_norm_416,0x_norm_738,1.3066,1700025747,0x_tx_1139
0x_norm_694,0x_norm_138,4.4537,1700061730,0x_tx_1140
0x_norm_925,0x_norm_105,3.8391,1700044262,0x_tx_1141
0x_norm_876,0x_norm_901,2.3065,1700053137,0x_tx_1142
0x_norm_994,0x_norm_991,3.0544,1700086383,0x_tx_1143
0x_norm_470,0x_norm_120,1.9231,1700062569,0x_tx_1144
0x_norm_150,0x_norm_828,2.8317,1700067410,0x_tx_1145
0x_norm_771,0x_norm_576,2.1264,1700054478,0x_tx_1146
0x_norm_897,0x_norm_157,4.2301,1700098154,0x_tx_1147
0x_norm_209,0x_norm_508,1.5103,1700061119,0x_tx_1148
0x_norm_128,0x_norm_751,2.4853,1700045007,0x_tx_1149
0x_norm_499,0x_norm_766,4.1874,1700049336,0x_tx_1150
0x_norm_508,0x_norm_55,1.3268,1700086885,0x_tx_1151
0x_norm_661,0x_norm_866,2.613,1700057628,0x_tx_1152
0x_norm_307,0x_norm_625,4.3827,1700014059,0x_tx_1153
0x_norm_427,0x_norm_904,0.7665,1700059240,0x_tx_1154
0x_norm_765,0x_norm_624,2.2043,1700091760,0x_tx_1155
0x_norm_525,0x_norm_819,4.8876,1700023991,0x_tx_1156
0x_norm_812,0x_norm_999,3.9039,1700028001,0x_tx_1157
0x_norm_32,0x_norm_270,4.4564,1700067917,0x_tx_1158
0x_norm_574,0x_norm_570,3.9856,1700013253,0x_tx_1159
0x_norm_635,0x_norm_375,0.717,1700034406,0x_tx_1160
0x_norm_217,0x_norm_680,2.0079,1700045335,0x_tx_1161
0x_norm_6,0x_norm_239,4.4117,1700091784,0x_tx_1162
0x_norm_916,0x_norm_634,4.539,1700060588,0x_tx_1163
0x_norm_215,0x_norm_979,4.9662,1700000334,0x_tx_1164
0x_norm_617,0x_norm_264,2.7162,1700059216,0x_tx_1165
0x_norm_681,0x_norm_764,4.3375,1700087631,0x_tx_1166
0x_norm_531,0x_norm_59,2.4839,1700074402,0x_tx_1167
0x_norm_20,0x_norm_240,2.1619,1700098960,0x_tx_1168
0x_norm_752,0x_norm_176,4.2984,1700070708,0x_tx_1169
0x_norm_846,0x_norm_214,1.6985,1700095215,0x_tx_1170
0x_norm_591,0x_norm_656,2.8653,1700033674,0x_tx_1171
0x_norm_299,0x_norm_528,0.8318,1700042214,0x_tx_1172
0x_norm_120,0x_norm_895,1.8938,1700029677,0x_tx_1173
0x_norm_723,0x_norm_378,2.2625,1700046871,0x_tx_1174
0x_norm_645,0x_norm_318,4.9226,1700009970,0x_tx_1175
0x_norm_401,0x_norm_120,2.4557,1700038138,0x_tx_1176
0x_norm_777,0x_norm_838,4.1296,1700072455,0x_tx_1177
0x_norm_139,0x_norm_929,3.0209,1700073532,0x_tx_1178
0x_norm_138,0x_norm_637,0.5648,1700009541,0x_tx_1179
0x_norm_999,0x_norm_661,0.5706,1700060457,0x_tx_1180
0x_norm_449,0x_norm_360,3.0187,1700093685,0x_tx_1181
0x_norm_291,0x_norm_652,4.6957,1700045906,0x_tx_1182
0x_norm_561,0x_norm_118,4.3645,1700071353,0x_tx_1183
0x_norm_128,0x_norm_49,0.9401,1700023353,0x_tx_1184
0x_norm_69,0x_norm_244,1.5882,1700071164,0x_tx_1185
0x_norm_879,0x_norm_877,2.4847,1700040807,0x_tx_1186
0x_norm_380,0x_norm_604,3.349,1700089333,0x_tx_1187
0x_norm_981,0x_norm_990,4.5339,1700030679,0x_tx_1188
0x_norm_91,0x_norm_562,1.2063,1700068993,0x_tx_1189
0x_norm_122,0x_norm_526,2.377,1700069324,0x_tx_1190
0x_norm_316,0x_norm_26,2.3267,1700037060,0x_tx_1191
0x_norm_79,0x_norm_721,0.608,1700028392,0x_tx_1192
0x_norm_630,0x_norm_452,0.8498,1700008948,0x_tx_1193
0x_norm_543,0x_norm_500,4.6349,1700006426,0x_tx_1194
0x_norm_392,0x_norm_957,4.7809,1700094875,0x_tx_1195
0x_norm_996,0x_norm_5,3.5573,1700041138,0x_tx_1196
0x_norm_597,0x_norm_612,1.0915,1700034487,0x_tx_1197
0x_norm_633,0x_norm_288,2.7377,1700044890,0x_tx_1198
0x_norm_28,0x_norm_774,2.2718,1700062235,0x_tx_1199
0x_norm_454,0x_norm_173,3.7137,1700027953,0x_tx_1200
0x_norm_814,0x_norm_43,1.4639,1700014192,0x_tx_1201
0x_norm_628,0x_norm_291,1.8242,1700034206,0x_tx_1202
0x_norm_267,0x_norm_721,1.9516,1700033708,0x_tx_1203
0x_norm_776,0x_norm_281,0.7749,1700047724,0x_tx_1204
0x_norm_316,0x_norm_319,1.8607,1700042504,0x_tx_1205
0x_norm_417,0x_norm_62,3.1802,1700093240,0x_tx_1206
0x_norm_809,0x_norm_393,2.3353,1700080225,0x_tx_1207
0x_norm_748,0x_norm_170,3.7701,1700063451,0x_tx_1208
0x_norm_881,0x_norm_319,3.0309,1700018625,0x_tx_1209
0x_norm_185,0x_norm_586,2.3376,1700051124,0x_tx_1210
0x_norm_144,0x_norm_867,1.0913,1700012316,0x_tx_1211
0x_norm_389,0x_norm_134,0.9075,1700054715,0x_tx_1212
0x_norm_982,0x_norm_696,0.9898,1700030171,0x_tx_1213
0x_norm_821,0x_norm_287,0.3952,1700064966,0x_tx_1214
0x_norm_791,0x_norm_709,2.7922,1700021316,0x_tx_1215
0x_norm_869,0x_norm_757,3.8925,1700098301,0x_tx_1216
0x_norm_396,0x_norm_439,4.7487,1700075444,0x_tx_1217
0x_norm_618,0x_norm_188,4.6483,1700009603,0x_tx_1218
0x_norm_664,0x_norm_292,0.2465,1700045381,0x_tx_1219
0x_norm_101,0x_norm_662,0.4817,1700012375,0x_tx_1220
0x_norm_253,0x_norm_698,3.6493,1700067397,0x_tx_1221
0x_norm_511,0x_norm_825,2.6429,1700087093,0x_tx_1222
0x_norm_991,0x_norm_139,4.6366,1700062114,0x_tx_1223
0x_norm_423,0x_norm_395,3.9102,1700084224,0x_tx_1224
0x_norm_210,0x_norm_349,0.6636,1700035422,0x_tx_1225
0x_norm_309,0x_norm_215,2.2311,1700022017,0x_tx_1226
0x_norm_478,0x_norm_877,2.7803,1700011709,0x_tx_1227
0x_norm_339,0x_norm_464,2.3411,1700073085,0x_tx_1228
0x_norm_688,0x_norm_491,4.0211,1700031057,0x_tx_1229
0x_norm_259,0x_norm_267,1.2684,1700090933,0x_tx_1230
0x_norm_530,0x_norm_788,3.5269,1700073558,0x_tx_1231
0x_norm_933,0x_norm_918,1.7818,1700081363,0x_tx_1232
0x_norm_908,0x_norm_137,4.3376,1700075072,0x_tx_1233
0x_norm_739,0x_norm_676,4.8847,1700088730,0x_tx_1234
0x_norm_177,0x_norm_181,3.5437,1700070342,0x_tx_1235
0x_norm_616,0x_norm_757,4.8952,1700064245,0x_tx_1236
0x_norm_392,0x_norm_182,1.3504,1700050724,0x_tx_1237
0x_norm_560,0x_norm_403,3.2792,1700038813,0x_tx_1238
0x_norm_305,0x_norm_251,0.4156,1700049658,0x_tx_1239
0x_norm_651,0x_norm_809,2.5397,1700079519,0x_tx_1240
0x_norm_908,0x_norm_691,1.6288,1700057290,0x_tx_1241
0x_norm_490,0x_norm_327,3.3324,1700022241,0x_tx_1242
0x_norm_283,0x_norm_795,1.4751,1700057624,0x_tx_1243
0x_norm_27,0x_norm_178,1.9425,1700020279,0x_tx_1244
0x_norm_371,0x_norm_414,4.9051,1700093101,0x_tx_1245
0x_norm_988,0x_norm_291,1.6973,1700087309,0x_tx_1246
0x_norm_307,0x_norm_507,2.7219,1700068589,0x_tx_1247
0x_norm_709,0x_norm_894,1.3041,1700067021,0x_tx_1248
0x_norm_926,0x_norm_49,3.9057,1700032816,0x_tx_1249
0x_norm_316,0x_norm_20,0.756,1700051355,0x_tx_1250
0x_norm_731,0x_norm_425,1.5391,1700036281,0x_tx_1251
0x_norm_969,0x_norm_673,1.9266,1700072253,0x_tx_1252
0x_norm_866,0x_norm_417,1.8809,1700041132,0x_tx_1253
0x_norm_418,0x_norm_567,1.142,1700050208,0x_tx_1254
0x_norm_56,0x_norm_932,0.5277,1700024463,0x_tx_1255
0x_norm_468,0x_norm_885,4.2147,1700088833,0x_tx_1256
0x_norm_193,0x_norm_26,2.6546,1700081317,0x_tx_1257
0x_norm_344,0x_norm_944,0.5392,1700062488,0x_tx_1258
0x_norm_649,0x_norm_782,3.957,1700022244,0x_tx_1259
0x_norm_370,0x_norm_211,0.1481,1700099121,0x_tx_1260
0x_norm_804,0x_norm_617,0.4109,1700013784,0x_tx_1261
0x_norm_701,0x_norm_539,4.3945,1700011431,0x_tx_1262
0x_norm_746,0x_norm_704,2.5043,1700069881,0x_tx_1263
0x_norm_569,0x_norm_238,2.4478,1700036669,0x_tx_1264
0x_norm_734,0x_norm_683,1.287,1700021992,0x_tx_1265
0x_norm_474,0x_norm_884,3.8883,1700055006,0x_tx_1266
0x_norm_645,0x_norm_433,3.511,1700048411,0x_tx_1267
0x_norm_63,0x_norm_463,3.5297,1700018429,0x_tx_1268
0x_norm_10,0x_norm_668,1.6091,1700098443,0x_tx_1269
0x_norm_649,0x_norm_135,4.5977,1700027885,0x_tx_1270
0x_norm_359,0x_norm_491,1.025,1700020272,0x_tx_1271
0x_norm_1,0x_norm_148,3.5176,1700099327,0x_tx_1272
0x_norm_974,0x_norm_502,4.3512,1700059259,0x_tx_1273
0x_norm_505,0x_norm_43,0.1656,1700046532,0x_tx_1274
0x_norm_75,0x_norm_117,3.4791,1700071196,0x_tx_1275
0x_norm_806,0x_norm_819,1.1408,1700049423,0x_tx_1276
0x_norm_773,0x_norm_68,1.1222,1700082156,0x_tx_1277
0x_norm_269,0x_norm_210,3.3548,1700088280,0x_tx_1278
0x_norm_712,0x_norm_52,3.4412,1700048962,0x_tx_1279
0x_norm_981,0x_norm_261,1.6107,1700096382,0x_tx_1280
0x_norm_226,0x_norm_190,2.1868,1700097694,0x_tx_1281
0x_norm_583,0x_norm_571,1.5349,1700021090,0x_tx_1282
0x_norm_724,0x_norm_434,0.9023,1700015424,0x_tx_1283
0x_norm_735,0x_norm_80,2.4066,1700068143,0x_tx_1284
0x_norm_738,0x_norm_536,4.9516,1700051316,0x_tx_1285
0x_norm_202,0x_norm_375,3.8636,1700092207,0x_tx_1286
0x_norm_109,0x_norm_492,4.1563,1700046295,0x_tx_1287
0x_norm_547,0x_norm_347,4.0968,1700031400,0x_tx_1288
0x_norm_370,0x_norm_183,3.9782,1700058439,0x_tx_1289
0x_norm_806,0x_norm_865,1.8638,1700088038,0x_tx_1290
0x_norm_596,0x_norm_517,2.6278,1700073181,0x_tx_1291
0x_norm_252,0x_norm_830,0.178,1700077976,0x_tx_1292
0x_norm_685,0x_norm_242,4.4308,1700035674,0x_tx_1293
0x_norm_285,0x_norm_319,0.545,1700017450,0x_tx_1294
0x_norm_98,0x_norm_848,3.8328,1700046003,0x_tx_1295
0x_norm_127,0x_norm_569,0.9666,1700040831,0x_tx_1296
0x_norm_593,0x_norm_978,2.2203,1700037824,0x_tx_1297
0x_norm_784,0x_norm_244,4.155,1700049520,0x_tx_1298
0x_norm_385,0x_norm_251,4.0895,1700016079,0x_tx_1299
0x_norm_323,0x_norm_847,0.9343,1700074714,0x_tx_1300
0x_norm_832,0x_norm_945,0.8645,1700077751,0x_tx_1301
0x_norm_50,0x_norm_276,3.6485,1700038907,0x_tx_1302
0x_norm_99,0x_norm_419,4.1438,1700006785,0x_tx_1303
0x_norm_905,0x_norm_627,0.1316,1700049359,0x_tx_1304
0x_norm_80,0x_norm_92,0.9951,1700091776,0x_tx_1305
0x_norm_807,0x_norm_194,1.8783,1700054446,0x_tx_1306
0x_norm_7,0x_norm_64,3.6976,1700055536,0x_tx_1307
0x_norm_794,0x_norm_113,1.4782,1700033467,0x_tx_1308
0x_norm_564,0x_norm_975,2.1583,1700077385,0x_tx_1309
0x_norm_202,0x_norm_469,1.6485,1700000683,0x_tx_1310
0x_norm_107,0x_norm_93,2.8775,1700074583,0x_tx_1311
0x_norm_982,0x_norm_498,1.5617,1700006772,0x_tx_1312
