Index,Address,FLAG,AvgMinBetweenSent,AvgMinBetweenReceived,TimeDiff,SentTnx,ReceivedTnx
1296,1297,0x20a545152f3f9d6639afc1e5aceebfcf90da97840,19.89,0,59.68,3,1
1297,1298,0x20b02cd66ee375f8facb6bad10a2a6daa4ee69cc0,1.27,0,2.55,2,1
1298,1299,0x20c00cc47accbe2134093810bf11c849075c53000,4.69,2151.53,8624.88,4,4
1299,1300,0x20c0af3c8de0ed2f49fbd872d81d6d91d93f2cf20,0,0,4.98,1,3
1300,1301,0x20c0c17cb6275256e421d0a5902d179cc2bccb540,163.19,0.37,327.12,2,2
1301,1302,0x20ccea5b26e2b5134dc6f2b45bb3ffd2a519e99f0,0,1689.37,319292,0,189
1302,1303,0x20cfe3cc2bcb2c0b26fe5831941fdcb352021b1e0,156.31,0,312.62,2,1
1303,1304,0x20d51af91afe18272e8ecf38ffe77a997184d7420,0,0,5.2,1,1
1304,1305,0x20dd23b4148f2e69ae2fa697487c9085c40d5b460,33.48,4691.4,184270,39,39
1305,1306,0x20e56ee1e61f9ec625436b71930e8f211b916a4e0,14303,20641.6,470209,17,11
1306,1307,0x20e9610bb90c6a668cd848b6d0f2800c6f489ff70,2.86,0,8.58,3,2
1307,1308,0x20f4b3e05f1653f06fa29c5d78a7b618e6a74aa80,22.82,0,68.47,3,1
1308,1309,0x20faee254c63f18f9a3de3d88fc60dc70d3386130,4.39,4140.21,24867.6,6,6
1309,1310,0x2109fc287d455aee29ea13ee1491c66b073827b70,20808,23567.1,355000,8,8
1310,1311,0x210f16e3dfe9b8bd9130faccb62f8607d33f29a80,0,0,9.28,1,1
1311,1312,0x210fd98a90f2f1353f6f96946b6f896b420f081b0,46795.4,30025.2,230462,3,3
1312,1313,0x2115622bfb8028a370b87a20e5d62c7129e94b450,0,825.9,1651.8,0,2
1313,1314,0x2119d45f3945823e3f319ef5c8fff37eef2673630,0,2099.86,226785,0,108
1314,1315,0x21345745afc0dc4d3302ce2713bf8446db7d47db0,107.78,0.21,323.75,3,2
1315,1316,0x2139d89594d3c105b76518f90ec1cea0359be9690,0,1659.47,229007,0,138
1316,1317,0x213eefdbb605e1240a670269bf722c2836a361390,0,0,6.95,1,1
1317,1318,0x214afaf6394a5f9ed3405d66a7d4a2d3167e81d40,23.76,0.18,71.63,3,2
1318,1319,0x214c92feac9fc58126759eed42521db1e41540110,246605,47589.5,1072941,3,7
1319,1320,0x2153808889d3ae885952d6c2556650da911f3c280,195.32,14896.5,358492,5,24
1320,1321,0x2156b917277eaba953038a9211ae0ad0b77c05ee0,164.18,0.85,330.05,2,2
1321,1322,0x215c4e9d915ada801d977c6fa07d1cb78b5b12180,19.67,26794.9,187702,7,7
1322,1323,0x215f9e61c795722ed3466d6f41fe72e3e6b02e580,0,0,0.78,1,1
1323,1324,0x21601470eb1d59c43e6464a6117b61c0ba4b623d0,159.63,0.33,319.92,2,2
1324,1325,0x216296612bb82140a79ddcb439d42f7d5bc215550,18.69,0,56.08,3,1
1325,1326,0x2169474bc610c5b01da00f9a836f66e690f11dd30,2769.14,1829.42,977821,73,424
1326,1327,0x216fc0aa752393f8f215b603b4156987d3d8bbbf0,27.06,6966.37,386355,8613,22
1327,1328,0x2172ba5e2b02d401c4176493058182605e6ad9410,160.4,0.84,322.48,2,2
1328,1329,0x2176f34ffbc4e8c9793b5203dfdaec72313464a80,21.65,0,64.95,3,1
1329,1330,0x218bb1e2c6ad45ced2b8d981f3126845d5864ee00,0,44932.6,89865.2,0,2
1330,1331,0x2192e1fad823c9f8460101fd191a24a3b57637080,23.82,0.03,71.52,3,2
1331,1332,0x219a8dbb99c72452f504fda0e609cf08677a3cc50,7460.29,176.82,45115.4,6,2
1332,1333,0x21a1662d90d163f79f9e71fda42c60926e80699c0,791.69,2218.5,104068,67,23
1333,1334,0x21a4231bfed3d8bec36b26619dd66811881bf20f0,50337.6,50590.5,554725,7,4
1334,1335,0x21b00c533d14b6a2b962d3880c661bd8010abb790,17.84,0,53.52,3,1
1335,1336,0x21bc2f983e59d96f1304cebe37bc7708f521531b0,0,3137.37,229028,0,73
1336,1337,0x21cf4a2061ce0838d24411692a6a6d295c331e230,0,0,2.45,1,1
1337,1338,0x21d015a35f26437309ff5558beffc719abbb7ca70,2388.85,3763.16,79321.4,8,16
1338,1339,0x21e7dc2eb03ae57f1d81f2cb566c7780d11c7daf0,2536.45,2007.32,996723,279,144
1339,1340,0x220bc4095ef704fcc87f19ddbd919826d25530520,8.75,26227.4,131181,5,5
1340,1341,0x220c15f9c6412b13c20e631ed1f1d1706ee60b670,0,28348.2,226785,0,8
1341,1342,0x220f4451b81066e1ef154ef9a22d7e6ea27fe07e0,3.38,0.05,10.25,3,2
1342,1343,0x2210cbe4ca64381d68b33c3459f7a4159656ba110,0,2799.84,226787,0,81
1343,1344,0x22176213fe28d1a5cd15dd5060bf8670d84f67a10,159.63,0.33,319.92,2,2
1344,1345,0x22207eb0ccbcb198234181303c7b07bd4434a2ca0,0,3194.26,226792,0,71
1345,1346,0x222177cf11f9a9697a03236225638412124987b20,0,0,631601,1,1
1346,1347,0x222a72d0594e103b4a7b45f37cffb74e474036920,7470.96,8287.97,199029,10,15
1347,1348,0x222ce6ca5d1835f50b1c89804f067982b2de229c0,0,2043.1,226785,0,111
1348,1349,0x222fa03e0d6b136a9fbe6927e5193f91bdb78c990,22.22,0,66.67,3,1
1349,1350,0x2234154b3fba9c8e9dfe27ae3fd8cd467b11dcd70,176.1,6234.35,1020037,128,160
1350,1351,0x224375eb4750d7e6d3e11891813cac0100966bb90,7.06,5829.16,472727,80,81
1351,1352,0x2244eb8629e2ee03d77b9184480524c0c811a33a0,14.36,0,43.07,3,1
1352,1353,0x2246e6bca2a6e8e96a356f9f35bbe25d6f6c0b990,9240.32,22158.7,744245,11,29
1353,1354,0x224a7dc613c4c0b1c91cee09f2432dd4954f4f520,161.67,0.04,323.42,2,2
1354,1355,0x2257833cbccd375d80780f67d5180c1bb63c262d0,6.51,1323.34,219001,100,165
1355,1356,0x225f0d4905281b19e2c1b2ca8f113d6f823bc5b60,99.11,8153.28,123290,10,15
1356,1357,0x2263a738896ca7e02dcfa0cf75e8edd7fc9e28a40,0,1563.96,226775,0,145
1357,1358,0x2267345a25d8010687a624eaf7184a0a0c39a40f0,3661.74,1255.66,107972,24,16
1358,1359,0x22711abdbce197a7683b283ecd0ef4d4da9c51f40,0,0,4.72,1,1
1359,1360,0x227618077b113a43f3cb65a153cb24c64e5750a40,196.73,3899.8,1343037,305,329
1360,1361,0x2278d7a656a21db592cd9fc2b81b89edc8fe696d0,2.48,3957.68,7920.32,2,2
1361,1362,0x227cb82ac1788ce7037c92e18c1a13fcead09dc70,0,1023.61,289683,0,283
1362,1363,0x228ba83be853ca88fd404e5d86b3b19404c7567b0,22.81,0,68.42,3,1
1363,1364,0x228d5c4e88f3350f82a892b945de031f5fa0bdaa0,12.01,32682.6,326946,10,10
1364,1365,0x2296df8eb1262624e7a023b63c1d76aab416a1ae0,0,2385.6,229018,0,96
1365,1366,0x229c1f18774fcf2b37e1de5326fcefbd5657004b0,0,0,64.37,1,1
1366,1367,0x22a48f0e4c041f9acaf9886a51244889c3da99120,17069.5,6366.53,575749,30,10
1367,1368,0x22a88aa727c436750fb434a90a74092b2737b11b0,0,5499.05,60489.5,0,11
1368,1369,0x22aba9d7196cd276fac728fbed9606c4fb5acb2d0,164.83,0.21,330.08,2,2
1369,1370,0x22b1ebe9a9b8a70b2508103ae73704f4235816ab0,0,10407.7,291414,0,28
1370,1371,0x22b392de572bf9b0a92f871240453116206e2ed80,24.75,0,74.25,3,2
1371,1372,0x22ba0779a0a700fc099a38376080a3ac33105a4e0,2207.85,279.46,319493,128,132
1372,1373,0x22cb62cd9c066090a08a6c654bc5cf9faa2332680,105.81,0,317.43,3,1
1373,1374,0x22cd427601283cbfddd1692d3971753fea7c1fe10,2132.92,1930.1,31182.6,11,4
1374,1375,0x22d18e65a9c4419fd577df035673562ae73a04da0,34.26,516.68,1266018,1663,2340
1375,1376,0x22d33503f141305cde9d2e38f4874aa08487f7560,163.07,0,326.13,2,1
1376,1377,0x22e12b6a08446514a84b26474bcd5ab0fd2258060,0,0,1.73,1,1
1377,1378,0x22e5527ef3cb1539ce319db45136397f243746b30,0,152407,304813,0,2
1378,1379,0x22ecb8101fcd977908a72f8ab694cc17425fad2d0,20740.8,0,41481.6,2,1
1379,1380,0x22ecf92dca01b0405bce96cc445c8d61512566380,12949.4,5335.48,171400,12,3
1380,1381,0x22eee0b9700729e971bdc67464dff052a6f1669b0,0,0,14.28,1,1
1381,1382,0x22f0757756b5329ef615b8b52e74bd9125802bba0,0,0,2.75,1,1
1382,1383,0x22f1cb37a0b9bb7917690dec52cd3a2348adee800,0,2422.05,714506,0,295
1383,1384,0x22f4bda32b59e6207a22660ad23c1f0fdacee9920,0,8609.78,28521,1,3
1384,1385,0x2304a653f36b64882e03cf3320f3af39b9e22cf10,162.38,0.63,326.03,2,2
1385,1386,0x23053da7bb7851bf6d13b88f2cb30368fcd549330,557.71,4500.98,204657,28,42
1386,1387,0x231f52a6a2bc51e4a582a4fb2b5aa80e02b0a5810,148.83,170.69,566551,1302,2184
1387,1388,0x23225b2117e1f2bec7caa2ee017d51cb7a86c1910,1576.24,80425.8,492012,6,6
1388,1389,0x232ede245ddf934da7ae041bbc8025f9773ce3b70,22.86,0,68.58,3,1
1389,1390,0x232f6cefd8cb0f706b7b7113036773b9194f305e0,18.79,10547.6,21132.7,2,2
1390,1391,0x2330c0a966f7a9e60cbdf61ff51a8d62317a30850,5.18,3097.77,350628,112,113
1391,1392,0x233b13a1cf092b8052666ab36343cdba1062aae10,0,2752.64,319306,0,116
1392,1393,0x2345c38ed3e0a8df2ba5479b90bf4480d35d47b20,0,33350.6,200104,0,6
1393,1394,0x234e266e625adf700c7138055e0f0964f18bb7480,3837.42,26683.3,122083,4,4
1394,1395,0x235e0f293b4966943820fa7f6d80e0661b0f75130,0,9660.46,77283.7,0,8
1395,1396,0x236d5ff21325fbb0c2d001777ef69f12818f300b0,161.2,0,322.4,2,1
1396,1397,0x236f9f97e0e62388479bf9e5ba4889e46b0273c30,6.78,7.15,69477.5,5504,4496
1397,1398,0x236ff4acfd680b8521e09c946182bad19f8db01f0,1340.31,2966.99,426984,64,115
1398,1399,0x238128b18edc91313b946c3bac920da55333f4ce0,0,1510.44,148023,0,98
1399,1400,0x238d968a7e6755469c8a4fdd2ce115dcde5e3a090,1582.86,2425.42,946613,359,156
1400,1401,0x2397755bb8a1873911ab88cb2640818f6d59c4950,2.16,0.01,6.65,3,36
1401,1402,0x239cdb75bc87f0d2f4a08d13bf84f4b6f68635fe0,734.64,9126.21,1009366,82,104
1402,1403,0x239e7e70d34324650bd9deb33a61ff6406ec53e70,0,2047.08,319344,0,156
1403,1404,0x239f2a557d945106270bfa7357e7cd767103a3830,0,0,0,0,1
1404,1405,0x23a4847dcede4b27c0bd38745323054b7f28b8810,0,0,2.67,1,1
1405,1406,0x23a65881dd5bd8c3ab0ec25775dea9d2bca0281d0,22.29,0,66.87,3,1
1406,1407,0x23acbc073abc5011d2bcef6ffb4ccc8a695686b20,94379.4,0,188759,2,1
1407,1408,0x23b3f2c25fa69dfbdf0986eceb8f872da709e8cf0,0,1487.22,229031,0,154
1408,1409,0x23b748c0edf298e9a92a1d9729dc4089671a67160,4.53,12246.3,73504.8,6,6
1409,1410,0x23baec095a41e0384a2eb3671d6b230194e725d60,161.04,0.84,323.77,2,2
1410,1411,0x23bc7876df88a2b4010376e76aee2a9312ce1f720,86411.4,135707,876294,7,2
1411,1412,0x23d93a202b449fe40402170cc46ea868ef6fda3b0,0,0,415.6,1,1
1412,1413,0x23ddaaa61715a908e8788d9fb817c60426fd319a0,159.7,0.63,320.67,2,2
1413,1414,0x23e5fab82c966b6edbd083826f60ff4ce87727f30,22.51,57702.9,692705,12,12
1414,1415,0x23e7d530a1d9fe9146a1c6a6fdbdcc17f05481290,4398.91,1104.07,242010,51,16
1415,1416,0x23e8e9f603e726a5986a55ca9c250a43fdf685610,0.71,29707.3,59416.1,2,2
1416,1417,0x23f038fd5ff994c4d575e8f8e6c366fbca8fad230,710.69,2212.07,310701,45,126
1417,1418,0x23f7330d6d29d8a9ea3e6b2f3f379e56f6f8fbf30,64.14,6.36,517202,7850,2150
1418,1419,0x23fb303f87662268d18180bc26b8eb5db422c9c80,0,0,16038.1,1,1
1419,1420,0x23fdeb723e21a1efd518462c8cf46062c786bd230,0,0,11.9,1,1
1420,1421,0x240c2f1e44ca9b7caaddf8edae6156532afca18c0,5636.12,7867.06,325133,20,27
1421,1422,0x242592b892c73a02b9812d0b0e32d6b7b7dc31490,1973.25,1946.96,131603,44,23
1422,1423,0x2434020ce3a3c17c1054953d7b3d80cceba48dab0,0,9786.16,91222.1,1,2
1423,1424,0x24445695bf35bce81c9378d8a9f180c44fc9bd370,35843.6,8529.99,506893,12,9
1424,1425,0x2447fe86209a9a68bfabbb6f0d002cec0e9370590,163.62,0,327.25,2,1
1425,1426,0x244ca35def1fc7afbdaa17c21f4895c05278ff210,0,5043.88,161404,0,32
1426,1427,0x244faca3a2d4e5611b1985ddf20eb8b3c54f122f0,0,0,2.23,1,1
1427,1428,0x245663af5561dea23775f5feeb8f59500920b8570,0,400.5,578329,0,1444
1428,1429,0x2459526b7637b5e4dfff75e2bae941f43e50ced00,595.97,8895.3,692818,58,74
1429,1430,0x246acbfc31779e01c48dbb86cfa09c35453d51bd0,162.51,0.05,325.12,2,2
1430,1431,0x246d33cb3c6f9ac6ba33920d572c10257cc3406d0,0,0,1.45,1,1
1431,1432,0x246e9714b1968a7556b3d85c48390c46391c5ae50,4.64,15983,143884,8,9
1432,1433,0x246f6d7391ab275c2a9ad444822275fdf5571cc20,2.81,23620.5,118117,5,5
1433,1434,0x24741da74b562f6950c088a59a26c54571f08bd30,0,0,0.52,1,1
1434,1435,0x2476190638b6e2090b3d5b2d98c45b8a29ea164c0,2516.75,407.81,11220.6,3,9
1435,1436,0x247f7bf80313809b75235a46ef40887d1a38ee3d0,0,74172.5,339065,1,4
1436,1437,0x248631b1e7e4cb050056ef7684d8746c3c456e7c0,162.76,0.01,325.55,2,3
1437,1438,0x248710faa7b61d6bcf9c2dc35de0a28a0ca748750,9811.44,21470.7,434255,18,12
1438,1439,0x24896b0180d6a33fb5205c9cbf72e65a4f762c9f0,1512.75,4993.86,996626,332,99
1439,1440,0x24915caffbeb20e256337b83849ab48b27e95eef0,163.77,0,327.55,2,1
1440,1441,0x2497ecd2ec7dd88e41dff727c0b6f14a859569930,22.45,3714.94,164423,43,44
1441,1442,0x24a21d82b1d845fc98b4bca571e6756b20171f100,0,20169.6,60508.8,0,3
1442,1443,0x24a6c444fa51f630f839fefd877d715968b6c1240,1.34,0,4.02,3,2
1443,1444,0x24b3c5811c6125c00cae1ba7288e7e3373421aac0,20.68,28896.2,665087,23,23
1444,1445,0x24b465b51e5d6326d0eb9b39099fbb7934dbe8910,2535.12,5550,766172,22,128
1445,1446,0x24c8dfd9c34eaf2ff292002641f9176691f832a40,0,3286.7,226782,0,69
1446,1447,0x24d38f784f837f1594804d6239f711420a9a26910,0,0,363.42,1,1
1447,1448,0x24d3df94e52cc00cc7662f28ae05ac9bbc95e3260,2635.08,110.59,32284.5,12,6
1448,1449,0x24d50888153ae3554af3c021874c28d3b77605350,0,8496.64,161436,0,19
1449,1450,0x24dc1b9c588338c0b4a542a4ea17e523be1690ca0,23.62,0.33,71.53,3,2
1450,1451,0x24e37cf029f9a07f24a4e1b8804de386f827cf340,0,1619.79,226771,0,140
1451,1452,0x24ef76609ed5e86ad23ab158a7fb6f940aaf35400,23.67,62015.6,372236,6,6
1452,1453,0x24efb35c45be875d0a65c5bb9467d469b5b7e1d90,0,0,404034,1,2
1453,1454,0x24f21c22f0e641e2371f04a7bb8d713f89f535500,14.19,11.31,116583,1204,8796
1454,1455,0x250f31deae11008bb9b03c648a6b3af8f3d7480b0,0,0,14436.7,1,1
1455,1456,0x2511109ef743c4b12bae53ad3d81e309ea11f3310,4912.06,9483.08,835122,87,43
1456,1457,0x2514ad46ad64792eccc03b70d93f39ff531b2f810,46541.9,14539.5,764979,13,11
1457,1458,0x2514c887c865d253b919a3d776185ed765b4b4c30,0,1230.33,258897,1,2
1458,1459,0x251daca214a08beea75ee8d86cf23c563719f5c60,24.34,0.23,73.5,3,2
1459,1460,0x2523bf3d8c3f447533fa51ad8401875eb8587bb90,0,7146.63,200106,0,28
1460,1461,0x25303072056b99df1c3d2fa6ddf1353199ed5fcf0,0,1304.56,298743,0,229
1461,1462,0x254269e83857ffd8ffa229963020397869c3de070,158.02,0,316.03,2,1
1462,1463,0x254a716fda04213e3350bc9bcaf41c87062484be0,156.14,2143.62,22841.4,9,10
1463,1464,0x25524fab76408ecefa2aa4d8f1906ee30b2d50f80,0,41963.9,167856,0,4
1464,1465,0x255445d69002f2fa07ede3c407d612214686a4d80,78.55,0,314.18,4,1
1465,1466,0x25676dde617494fab86bce5240de3bdf5dac73850,10483,12892.3,67716.8,4,2
1466,1467,0x256d382aed495623eba5d79ec5d46c51f0282a470,0,0,32198,1,1
1467,1468,0x256dca3c7203f42518b4c8f98c4a08fa473b69a10,17078.4,4858.77,536354,26,19
1468,1469,0x2570ba2d3f6ca34351567e525bb9dbe35cb6de050,26.12,1989.33,4030.88,2,2
1469,1470,0x25739d6e981725a00b74d8a30c29d178390b804e0,0,26471.9,52943.7,0,2
1470,1471,0x25814b0c3cd1404ba1c0e2a7b86d18a28a69cc8a0,6.17,9769.36,48877.7,5,5
1471,1472,0x258aa07b96f5a16f9afa09334f8f4236021510ba0,1105.38,2673.37,37967.7,15,8
1472,1473,0x258b96cea13cf08a8bc2b4eda60cee13aab101f30,2.11,0.52,7.35,3,2
1473,1474,0x258d9228cd28b8789074c013b6dca038a7294ca80,1933.05,3924.67,995929,233,139
1474,1475,0x25961ca7eba6c6db66c9bf49fce4ed30588ab39e0,6820.93,7259.51,923215,113,21
1475,1476,0x259ea040b8ef7966cd320a51f3c815400250616f0,0,0,0,0,1
1476,1477,0x259f2cc80cbbc03a8c6efaef18ea5878066d68190,2.22,0,8.88,4,2
1477,1478,0x25a60d177bed799799b07fd5b2fdd1a11d7c23b40,0,0,2110.07,1,1
1478,1479,0x25ab9cc9d6bfbf9ec12baaeb82856233951e6cfc0,0,1681.69,200121,0,119
1479,1480,0x25b9c90ebd15ebcbdda006298a22247d8e260a430,163.38,0.01,328.9,2,183
1480,1481,0x25cc5115e3f6dd6cb621051cf079ab377c5a41330,60637.9,0,181914,3,1
1481,1482,0x25ced6dedc3f3e737db48530576e9c8073a9260a0,25.54,0.45,77.53,3,2
1482,1483,0x25db5361ca4f03a9c56d9738ff459d372476c29c0,0,0,0,0,1
1483,1484,0x25e19018b92d48042d67ae449a8aba9c204c271a0,34.36,0,103.08,3,1
1484,1485,0x25e3919c011cc163ceac305e0045a7690d2371b60,5471.79,6321.19,615586,79,29
1485,1486,0x25e4a5bf604253be0981199a62bdc376e0d8e7fb0,91023.6,0,273071,3,1
1486,1487,0x25e7af5b8ac7524eb6faecff49403e1dc821892f0,14882,0,29764,2,1
1487,1488,0x25e89f9157d43ba67c6b5097148e79f42cf49f6a0,21.65,0,64.95,3,1
1488,1489,0x25f3023c59bbf1d89eb4991fdb20a101bd54b2070,251969,441.12,505260,2,3
1489,1490,0x25f9ecf62e5c0e6407069a5d1ef735c959d960e40,8.33,2034.74,8172.28,4,4
1490,1491,0x26051542a1b858b8dfb20d0a9c8e9f8a607d9fc70,7.89,11290,124268,10,11
1491,1492,0x260e9014156149a320f8883f775d94c6f8fdd8850,23725.9,7298.49,302945,10,9
1492,1493,0x2624c5b3ff77dd612b67b222aa3bb4a44bc719b20,5091.76,1133.91,813512,111,219
1493,1494,0x26270f28e5aaeab70a9700825529d95f1c4501e90,11502.4,0,23004.8,2,1
1494,1495,0x26297a33f5b3ecc9d85bb2ddc9cf50c55d9456080,197.01,1660.61,373073,73,216
1495,1496,0x262998802ae22d1598ff097c97c85844887015db0,14090.3,10271.5,505146,22,19
1496,1497,0x2632291c28681524a43b94eb231b3e47d25ffdd30,3,2527.77,164501,65,65
1497,1498,0x2632f49872698c88d7493a45c6a41eef713088a90,4.62,2502.19,671821,267,268
1498,1499,0x2634702e4b9116a15120f3383b0a4785cd7804250,17.34,0.18,69.72,4,2
1499,1500,0x26369bf84586dedb07a29752d85f5b09e934f3000,25568.8,24517.4,450776,9,9
1500,1501,0x263f65eebdf161f6bbca43930053fb78c170c3400,12.98,235.23,496.43,2,2
1501,1502,0x2652f8ac97fbb8728a97f07e5666adf708b433c50,32673.7,54225.9,293372,4,3
1502,1503,0x26588a9301b0428d95e6fc3a5024fce8bec12d510,8.8,169.73,88635.2,9996,4
1503,1504,0x267be1c1d684f78cb4f6a176c4911b741e4ffdc00,7.44,7.59,74414.7,9994,6
1504,1505,0x267c50f63b9e2485f3eae5ce6c3d2ff0f2c2f6ba0,35520,8656.19,132529,3,3
1505,1506,0x267db08587b3b6ef5f2fd1ff9625dc6b97b76d7d0,6384.84,20300.7,761602,8,35
1506,1507,0x2686f6be571e3eb7d32ccc9340d269c69e2de8520,43.32,30049.4,60185.4,2,2
1507,1508,0x268ecec0e13bccf97b585d7dd821499fe9e896f90,34403.5,0,103210,3,1
1508,1509,0x268f4926c3b6a97b6e5e5d4082222d1b402891ad0,0,0,683634,1,1
1509,1510,0x268f6f0356ac1e6cca21c64d23515a27b69c51a30,0,0,560.45,1,1
1510,1511,0x2691dc0d3b7bdd3350ffdd5a5293109ab758a5fd0,0,0,3.62,1,1
1511,1512,0x26923272794a8d7905c512f764f99a196c110fd60,1225.24,43947.8,317437,8,7
1512,1513,0x2692c060ccd2ee230336df628cc01b2fca836af70,0,0,260.6,1,1
1513,1514,0x26957b347cf1a0c53e9d8bf1a32bf6993949d6970,46.34,1369.49,991302,498,707
1514,1515,0x26a21bf696f20025c6d36f859e51f3ddc3fbbbe80,0,3338.43,250382,0,75
1515,1516,0x26b4637996c579d9239970aa1f80172094cc621d0,17.76,0.51,72.05,4,2
1516,1517,0x26bb635673cf57d82a041032ef3ab7df10cf1b3b0,0,0,0.45,1,1
1517,1518,0x26c1c831278d9d173a7a0a31deb4cd93d42b9e890,5.84,2264.29,923945,407,407
1518,1519,0x26c9bed6b4220f20c409130acb8ab739bb5c04ef0,25.27,0.27,76.33,3,2
1519,1520,0x26ca1d2e9ba682bc23b97f849da54f0de73fed6c0,0,0,0,0,1
1520,1521,0x26df5b5ea7de6262906cb540701e0be4d1cb1e8e0,26812.3,2211.54,689664,23,33
1521,1522,0x26e1289e411ce407d86a07e52702ce0b495525e30,20.48,216.4,1049576,5062,4371
1522,1523,0x26e896f04fb11f23fe469fd9aa24fe56746d2b690,33.44,0,100.33,3,1
1523,1524,0x26fbef484ed046b644d4ad95886be84ae07d843a0,0,0,25.77,1,1
1524,1525,0x26feaa9405da6f9bb096dc066e09efc41eb040d50,6267.48,71994.5,832922,41,8
1525,1526,0x270450a535c225fc624d505ebd556efd4eaff5f60,14.76,6761.68,690842,78,102
1526,1527,0x270ef1fd83603f605b02b086db04f59c497a95680,23.13,0,69.38,3,1
1527,1528,0x2723d249902bfa1fd04b63bb2765ad776a4a4ef30,0,0,1.28,1,1
1528,1529,0x272496ce854ae588af0bce4712f593a466470cb70,2.12,0,6.35,3,2
1529,1530,0x27383d29cbc18f250f3c13e1f7de44cd732f685e0,17684.4,6.75,53073.3,3,3
1530,1531,0x274c25cc55d3df4987cf482cafddb84c555806690,0,0,12.65,1,1
1531,1532,0x27507e384dfd41f15e4253108e4c9cb62bfedfaf0,0,2140.09,192608,0,90
1532,1533,0x27521447dc7b0b2050229cb450b593df86f6cd0b0,23.57,0,70.72,3,1
1533,1534,0x275aab0ade9309acc9aaab3ff029897dda2cb1580,18.96,0,56.87,3,1
1534,1535,0x275c6795e1a9c3a8c40da5c0a61cacc376c9e6880,23.43,0,70.3,3,1
1535,1536,0x2769f2e8abed4225f7877bf7751c8cbf15b906b60,28.33,3901.86,1021678,254,260
1536,1537,0x276e5fc646c875cbe3e7161a3a226cb5f760d01b0,33.8,2252.59,16004.7,7,7
1537,1538,0x2771a66a9bf6172e7b369e8aa23f7c7b4851fe440,4.45,32609.9,815349,23,25
1538,1539,0x27774d3793f898dae857d480a52d1869c3f367210,2.35,0,9.42,4,2
1539,1540,0x277b8f7b9930cfb6db784402d0ea552418bee9030,0,18896.3,226755,0,12
1540,1541,0x277ecbdc34f6acf53568f8cf1364fddf3307d1960,21.68,0,65.03,3,1
1541,1542,0x2780b9476964a2a120a2b2b5169c916f1a48e1830,0,1553.29,226780,0,146
1542,1543,0x278806e3072b13f2e24d5817aeef7ac63b843cba0,34.72,4025.26,803807,196,198
1543,1544,0x278a329e9df14c2eac74a1a59d7b4a8c70a50e2e0,0,4724.59,226780,0,48
1544,1545,0x279df51d4ea4e102abea8a82ad9536632cdf15fa0,162.83,0.3,326.25,2,2
1545,1546,0x27a214448f98df59f22565264f727d3ab662be9b0,1.95,12308.3,61549.5,4,5
1546,1547,0x27abdb983851b587bb2d0346842701dcb4010c050,25640.6,7280.02,296285,9,9
1547,1548,0x27be5e755a0ea50939306b8471fe24bb6f2f72720,5602.29,4706.41,1046314,133,64
1548,1549,0x27d327f8a3f0a582c22f39da6ea15e61b58984a50,0,0,653.67,1,1
1549,1550,0x27d65bb24f65cc45c60b67c8a2e86e0a045a10680,4.16,25898.9,129515,5,5
1550,1551,0x27dc430eb688c7917d031125f44f7069d29fb0080,306.22,2299.96,100416,35,39
1551,1552,0x27ddd6467eff5ceda3112463b54702c2934ee5fc0,19970.3,9502.19,126426,3,7
1552,1553,0x27de87fc7a95a2c194dc87287235736f1c58c7ff0,40321.1,414.01,203675,5,5
1553,1554,0x27e30e309ebe31921ff8d541c007db76f34e0cfe0,0,1566.51,198947,0,127
1554,1555,0x27f496450ea7fe792f382a2820c4a097d56caac80,5837.27,3374.66,972451,140,46
1555,1556,0x27fc73fdd90fd09039a3885d11b2bda1428c221f0,160.85,0.84,323.38,2,2
1556,1557,0x2809c1a74eca6a3b6008be1911afc453e5aefcfc0,123.34,537.43,92138,137,140
1557,1558,0x281813fd4c081ba6b81aea536867151a0c1883bc0,80.73,0.06,323.6,4,11
1558,1559,0x2818fc0d8976f09fbe177f85811f9dd52e7b1b0c0,265.5,94079.2,471724,5,5
1559,1560,0x2823c232361d60383c5e1516272e4a4cb8c9d0970,1.93,0.84,9.42,4,2
1560,1561,0x282b300ab2bc2b94540ec6b67d52e9c044100b7d0,1.41,106.83,216.48,2,2
1561,1562,0x28326bc5e7515870d04f993e3be8f10acd94bcb40,2231.24,3099.08,35576.6,9,5
1562,1563,0x283476f33372613b81b0883b7f7c9cd0a022fc3b0,29692,525.91,90653.8,3,3
1563,1564,0x284df3c16ac1ee0ea931cc9e91c56a62e9b8d4040,161.45,0.82,324.53,2,2
1564,1565,0x2859022c43274c40cdf5fa47c2eaaddb8a7b15650,96.42,957.18,136967,130,130
1565,1566,0x285cbde4a7ba2383e965ae4c0ec476be9034a8d30,2950.31,2158.31,1106626,329,63
1566,1567,0x2861abfffa1234e184ffce00eeb65a62a778b5aa0,4853.6,9834.52,39210.8,2,3
1567,1568,0x2862480bdfb4abe8501e4aab8ccaa1a0f8896f950,0,0,173.42,1,1
1568,1569,0x286aced15c63b345e045861a569992088287578e0,21.74,44644,312638,6,7
1569,1570,0x287c1b4a2bddfaa2750a05b97818113787dcf1840,40.55,11358.1,660472,42,58
1570,1571,0x287e67e97507ff3f4e94de2b2f1068cfe3e77cf40,2738.04,28438.7,309029,9,10
